season,week,team_name,team_abbr,position,depth_chart_position,status,full_name,first_name,last_name,birth_date,college,years_exp,status_description_abbr,entry_year,ID
2022,18,Arizona Cardinals,ARI,QB,QB,R/Injured,Kyler Murray,Kyler,Murray,8/7/97,Oklahoma,3,R01,2019,Kyler-Murray-ARI-2022
2022,18,Arizona Cardinals,ARI,QB,QB,Active,Trace McSorley,Trace,McSorley,8/23/95,Penn State,3,A01,2019,Trace-McSorley-ARI-2022
2022,18,Arizona Cardinals,ARI,QB,QB,Active,David Blough,David,Blough,7/31/95,Purdue,3,A01,2019,David-Blough-ARI-2022
2022,18,Arizona Cardinals,ARI,QB,QB,Practice Squad,James Morgan,James,Morgan,2/28/97,Florida International,2,P01,2020,James-Morgan-ARI-2022
2022,18,Arizona Cardinals,ARI,RB,RB,Active,James Conner,James,Conner,5/5/95,Pittsburgh,5,A01,2017,James-Conner-ARI-2022
2022,18,Arizona Cardinals,ARI,RB,RB,Active,Corey Clement,Corey,Clement,11/2/94,Wisconsin,5,A01,2017,Corey-Clement-ARI-2022
2022,18,Arizona Cardinals,ARI,RB,RB,R/Injured,Darrel Williams,Darrel,Williams,4/15/95,Louisiana State,4,R01,2018,Darrel-Williams-ARI-2022
2022,18,Arizona Cardinals,ARI,RB,RB,Active,Ty'Son Williams,Ty'Son,Williams,9/4/96,NA,2,A01,2020,Ty'Son-Williams-ARI-2022
2022,18,Arizona Cardinals,ARI,RB,RB,Active,Keaontay Ingram,Keaontay,Ingram,10/26/99,NA,0,A01,2022,Keaontay-Ingram-ARI-2022
2022,18,Arizona Cardinals,ARI,SPEC,P,Active,Andy Lee,Andy,Lee,8/11/82,Pittsburgh,18,A01,2004,Andy-Lee-ARI-2022
2022,18,Arizona Cardinals,ARI,SPEC,K,Active,Matt Prater,Matt,Prater,8/10/84,Central Florida,16,A01,2006,Matt-Prater-ARI-2022
2022,18,Arizona Cardinals,ARI,SPEC,LS,R/Injured,Aaron Brewer,Aaron,Brewer,7/5/90,San Diego State,10,R01,2012,Aaron-Brewer-ARI-2022
2022,18,Arizona Cardinals,ARI,SPEC,LS,Active,Hunter Bradley,Hunter,Bradley,5/21/94,Mississippi State,4,A01,2018,Hunter-Bradley-ARI-2022
2022,18,Arizona Cardinals,ARI,TE,TE,R/Injured,Zach Ertz,Zach,Ertz,11/10/90,Stanford,9,R01,2013,Zach-Ertz-ARI-2022
2022,18,Arizona Cardinals,ARI,TE,TE,Active,Maxx Williams,Maxx,Williams,4/12/94,Minnesota,7,A01,2015,Maxx-Williams-ARI-2022
2022,18,Arizona Cardinals,ARI,TE,TE,Active,Stephen Anderson,Stephen,Anderson,1/30/93,California,6,A01,2016,Stephen-Anderson-ARI-2022
2022,18,Arizona Cardinals,ARI,TE,TE,Int'l PSquad,Bernhard Seikovits,Bernhard,Seikovits,7/24/97,NA,1,P03,2021,Bernhard-Seikovits-ARI-2022
2022,18,Arizona Cardinals,ARI,TE,TE,Active,Trey McBride,Trey,McBride,11/22/99,NA,0,A01,2022,Trey-McBride-ARI-2022
2022,18,Arizona Cardinals,ARI,TE,TE,Practice Squad,Chris Pierce,Chris,Pierce,11/2/98,NA,0,P01,2022,Chris-Pierce-ARI-2022
2022,18,Arizona Cardinals,ARI,WR,WR,Active,A.J. Green,A.J.,Green,7/31/88,Georgia,11,A01,2011,A.J.-Green-ARI-2022
2022,18,Arizona Cardinals,ARI,WR,WR,Active,DeAndre Hopkins,DeAndre,Hopkins,6/6/92,Clemson,9,A01,2013,DeAndre-Hopkins-ARI-2022
2022,18,Arizona Cardinals,ARI,WR,WR,Active,Pharoh Cooper,Pharoh,Cooper,3/7/95,South Carolina,6,A01,2016,Pharoh-Cooper-ARI-2022
2022,18,Arizona Cardinals,ARI,WR,WR,Active,Robby Anderson,Robby,Anderson,5/9/93,Temple,6,A01,2016,Robby-Anderson-ARI-2022
2022,18,Arizona Cardinals,ARI,WR,WR,PS; Vet,Javon Wims,Javon,Wims,9/11/94,Georgia,4,P07,2018,Javon-Wims-ARI-2022
2022,18,Arizona Cardinals,ARI,WR,WR,PS; Vet,Auden Tate,Auden,Tate,2/3/97,Florida State,4,P07,2018,Auden-Tate-ARI-2022
2022,18,Arizona Cardinals,ARI,WR,WR,Active,Marquise Brown,Marquise,Brown,6/4/97,Oklahoma,3,A01,2019,Marquise-Brown-ARI-2022
2022,18,Arizona Cardinals,ARI,WR,WR,R/Injured,Antoine Wesley,Antoine,Wesley,10/22/97,Texas Tech,3,R01,2019,Antoine-Wesley-ARI-2022
2022,18,Arizona Cardinals,ARI,WR,WR,Active,Greg Dortch,Greg,Dortch,5/29/98,Wake Forest,3,A01,2019,Greg-Dortch-ARI-2022
2022,18,Arizona Cardinals,ARI,WR,WR,Practice Squad,Isaiah Coulter,Isaiah,Coulter,9/18/98,Rhode Island,2,P01,2020,Isaiah-Coulter-ARI-2022
2022,18,Arizona Cardinals,ARI,WR,WR,Active,Andre Baccellia,Andre,Baccellia,1/7/97,NA,2,A01,2020,Andre-Baccellia-ARI-2022
2022,18,Arizona Cardinals,ARI,WR,WR,R/Injured,Rondale Moore,Rondale,Moore,6/9/00,NA,1,R01,2021,Rondale-Moore-ARI-2022
2022,18,Atlanta Falcons,ATL,DB,CB,R/Injured,Casey Hayward,Casey,Hayward,9/9/89,Vanderbilt,10,R01,2012,Casey-Hayward-ATL-2022
2022,18,Atlanta Falcons,ATL,DB,FS,Active,Erik Harris,Erik,Harris,4/2/90,"California, Pa.",6,A01,2016,Erik-Harris-ATL-2022
2022,18,Atlanta Falcons,ATL,DB,CB,Active,Isaiah Oliver,Isaiah,Oliver,9/30/96,Colorado,4,A01,2018,Isaiah-Oliver-ATL-2022
2022,18,Atlanta Falcons,ATL,DB,CB,Active,Cornell Armstrong,Cornell,Armstrong,9/22/95,Southern Mississippi,4,A01,2018,Cornell-Armstrong-ATL-2022
2022,18,Atlanta Falcons,ATL,DB,CB,Active,Mike Ford,Mike,Ford,8/4/95,Southeast Missouri,4,A01,2018,Mike-Ford-ATL-2022
2022,18,Atlanta Falcons,ATL,DB,CB,Active,Rashad Fenton,Rashad,Fenton,2/17/97,South Carolina,3,A01,2019,Rashad-Fenton-ATL-2022
2022,18,Atlanta Falcons,ATL,DB,FS,Active,Micah Abernathy,Micah,Abernathy,2/10/97,Tennessee,3,A01,2019,Micah-Abernathy-ATL-2022
2022,18,Atlanta Falcons,ATL,DB,CB,Practice Squad,Dylan Mabin,Dylan,Mabin,9/14/97,Fordham,3,P01,2019,Dylan-Mabin-ATL-2022
2022,18,Atlanta Falcons,ATL,DB,CB,Active,Dee Alford,Dee,Alford,11/5/97,NA,2,A01,2020,Dee-Alford-ATL-2022
2022,18,Atlanta Falcons,ATL,DB,CB,Active,A.J. Terrell,A.J.,Terrell,9/23/98,Clemson,2,A01,2020,A.J.-Terrell-ATL-2022
2022,18,Atlanta Falcons,ATL,DB,FS,Active,Jaylinn Hawkins,Jaylinn,Hawkins,8/25/97,California,2,A01,2020,Jaylinn-Hawkins-ATL-2022
2022,18,Atlanta Falcons,ATL,DB,CB,PS; Exc,John Reid,John,Reid,5/15/96,Penn State,2,P06,2020,John-Reid-ATL-2022
2022,18,Atlanta Falcons,ATL,DB,SS,R/Injured,Jovante Moffatt,Jovante,Moffatt,12/25/96,Middle Tennessee,2,R01,2020,Jovante-Moffatt-ATL-2022
2022,18,Atlanta Falcons,ATL,DB,CB,PS; Exc,Javelin Guidry,Javelin,Guidry,8/6/98,Utah,2,P06,2020,Javelin-Guidry-ATL-2022
2022,18,Atlanta Falcons,ATL,DB,SS,Active,Richie Grant,Richie,Grant,11/9/97,NA,1,A01,2021,Richie-Grant-ATL-2022
2022,18,Atlanta Falcons,ATL,DB,CB,Active,Darren Hall,Darren,Hall,5/2/00,NA,1,A01,2021,Darren-Hall-ATL-2022
2022,18,Atlanta Falcons,ATL,DB,DB,Practice Squad,Matt Hankins,Matt,Hankins,2/22/99,NA,0,P01,2022,Matt-Hankins-ATL-2022
2022,18,Atlanta Falcons,ATL,DL,NT,R/Retired,Eddie Goldman,Eddie,Goldman,NA,Florida State,7,R02,2015,Eddie-Goldman-ATL-2022
2022,18,Atlanta Falcons,ATL,DL,DT,Active,Grady Jarrett,Grady,Jarrett,4/28/93,Clemson,7,A01,2015,Grady-Jarrett-ATL-2022
2022,18,Atlanta Falcons,ATL,DL,DT,Active,Jaleel Johnson,Jaleel,Johnson,7/12/94,Iowa,5,A01,2017,Jaleel-Johnson-ATL-2022
2022,18,Atlanta Falcons,ATL,DL,DT,R/Injured,Vincent Taylor,Vincent,Taylor,1/5/94,Oklahoma State,5,R01,2017,Vincent-Taylor-ATL-2022
2022,18,Atlanta Falcons,ATL,DL,DE,Active,Abdullah Anderson,Abdullah,Anderson,1/24/96,Bucknell,4,A01,2018,Abdullah-Anderson-ATL-2022
2022,18,Atlanta Falcons,ATL,DL,DT,Active,Matt Dickerson,Matt,Dickerson,11/9/95,UCLA,4,A01,2018,Matt-Dickerson-ATL-2022
2022,18,Atlanta Falcons,ATL,DL,DT,Active,Jalen Dalton,Jalen,Dalton,8/4/97,North Carolina,3,A01,2019,Jalen-Dalton-ATL-2022
2022,18,Atlanta Falcons,ATL,DL,DE,PS; Exc,Amani Bledsoe,Amani,Bledsoe,2/6/98,Oklahoma,3,P06,2019,Amani-Bledsoe-ATL-2022
2022,18,Atlanta Falcons,ATL,DL,DT,Practice Squad,Kobe Smith,Kobe,Smith,6/23/98,South Carolina,2,P01,2020,Kobe-Smith-ATL-2022
2022,18,Atlanta Falcons,ATL,DL,DE,R/Injured,Ta'Quon Graham,Ta'Quon,Graham,12/1/98,NA,1,R01,2021,Ta'Quon-Graham-ATL-2022
2022,18,Atlanta Falcons,ATL,DL,DT,Active,Timmy Horne,Timmy,Horne,10/25/97,NA,0,A01,2022,Timmy-Horne-ATL-2022
2022,18,Atlanta Falcons,ATL,DL,DT,Prac Sq.; Inj,Derrick Tangelo,Derrick,Tangelo,5/14/99,NA,0,P02,2022,Derrick-Tangelo-ATL-2022
2022,18,Atlanta Falcons,ATL,LB,ILB,Active,Nick Kwiatkoski,Nick,Kwiatkoski,5/26/93,West Virginia,6,A01,2016,Nick-Kwiatkoski-ATL-2022
2022,18,Atlanta Falcons,ATL,LB,ILB,Active,Rashaan Evans,Rashaan,Evans,11/8/95,Alabama,4,A01,2018,Rashaan-Evans-ATL-2022
2022,18,Atlanta Falcons,ATL,LB,OLB,Active,Lorenzo Carter,Lorenzo,Carter,12/10/95,Georgia,4,A01,2018,Lorenzo-Carter-ATL-2022
2022,18,Atlanta Falcons,ATL,LB,OLB,Practice Squad,Quinton Bell,Quinton,Bell,5/9/96,Prairie View,3,P01,2019,Quinton-Bell-ATL-2022
2022,18,Atlanta Falcons,ATL,LB,ILB,Active,Mykal Walker,Mykal,Walker,8/28/97,Fresno State,2,A01,2020,Mykal-Walker-ATL-2022
2022,18,Atlanta Falcons,ATL,LB,OLB,Active,Adetokunbo Ogundeji,Adetokunbo,Ogundeji,10/9/98,NA,1,A01,2021,Adetokunbo-Ogundeji-ATL-2022
2022,18,Atlanta Falcons,ATL,LB,ILB,Practice Squad,Dorian Etheridge,Dorian,Etheridge,11/21/98,NA,1,P01,2021,Dorian-Etheridge-ATL-2022
2022,18,Atlanta Falcons,ATL,LB,OLB,Active,Arnold Ebiketie,Arnold,Ebiketie,1/23/99,NA,0,A01,2022,Arnold-Ebiketie-ATL-2022
2022,18,Atlanta Falcons,ATL,LB,ILB,Active,Troy Andersen,Troy,Andersen,4/23/99,NA,0,A01,2022,Troy-Andersen-ATL-2022
2022,18,Atlanta Falcons,ATL,LB,OLB,Active,DeAngelo Malone,DeAngelo,Malone,7/12/99,NA,0,A01,2022,DeAngelo-Malone-ATL-2022
2022,18,Atlanta Falcons,ATL,LB,ILB,Practice Squad,Nate Landman,Nate,Landman,11/19/98,NA,0,P01,2022,Nate-Landman-ATL-2022
2022,18,Atlanta Falcons,ATL,LB,OLB,Active,David Anenih,David,Anenih,8/15/99,NA,0,A01,2022,David-Anenih-ATL-2022
2022,18,Atlanta Falcons,ATL,OL,T,Active,Jake Matthews,Jake,Matthews,2/11/92,Texas A&amp;M,8,A01,2014,Jake-Matthews-ATL-2022
2022,18,Atlanta Falcons,ATL,OL,C,PS; Vet,Jonotthan Harrison,Jonotthan,Harrison,8/25/91,Florida,8,P07,2014,Jonotthan-Harrison-ATL-2022
2022,18,Atlanta Falcons,ATL,OL,T,Active,Germain Ifedi,Germain,Ifedi,6/2/94,Texas A&amp;M,6,A01,2016,Germain-Ifedi-ATL-2022
2022,18,Atlanta Falcons,ATL,OL,T,Active,Elijah Wilkinson,Elijah,Wilkinson,2/10/95,Massachusetts,5,A01,2017,Elijah-Wilkinson-ATL-2022
2022,18,Atlanta Falcons,ATL,OL,G,Active,Colby Gossett,Colby,Gossett,6/23/95,Appalachian State,4,A01,2018,Colby-Gossett-ATL-2022
2022,18,Atlanta Falcons,ATL,OL,G,Active,Chris Lindstrom,Chris,Lindstrom,2/8/97,Boston College,3,A01,2019,Chris-Lindstrom-ATL-2022
2022,18,Atlanta Falcons,ATL,OL,T,Active,Kaleb McGary,Kaleb,McGary,2/22/95,Washington,3,A01,2019,Kaleb-McGary-ATL-2022
2022,18,Atlanta Falcons,ATL,OL,T,R/Injured,Chuma Edoga,Chuma,Edoga,5/25/97,Southern California,3,R01,2019,Chuma-Edoga-ATL-2022
2022,18,Atlanta Falcons,ATL,OL,C,Active,Matt Hennessy,Matt,Hennessy,11/17/97,Temple,2,A01,2020,Matt-Hennessy-ATL-2022
2022,18,Atlanta Falcons,ATL,OL,G,R/Injured,Jalen Mayfield,Jalen,Mayfield,5/23/00,NA,1,R01,2021,Jalen-Mayfield-ATL-2022
2022,18,Atlanta Falcons,ATL,OL,C,Active,Drew Dalman,Drew,Dalman,10/15/98,NA,1,A01,2021,Drew-Dalman-ATL-2022
2022,18,Atlanta Falcons,ATL,OL,G,Active,Ryan Neuzil,Ryan,Neuzil,7/31/97,NA,1,A01,2021,Ryan-Neuzil-ATL-2022
2022,18,Atlanta Falcons,ATL,OL,G,Practice Squad,Justin Shaffer,Justin,Shaffer,6/20/98,NA,0,P01,2022,Justin-Shaffer-ATL-2022
2022,18,Atlanta Falcons,ATL,OL,T,Prac Sq.; Inj,Tyler Vrabel,Tyler,Vrabel,6/24/00,NA,0,P02,2022,Tyler-Vrabel-ATL-2022
2022,18,Atlanta Falcons,ATL,QB,QB,R/Injured,Marcus Mariota,Marcus,Mariota,10/30/93,Oregon,7,R01,2015,Marcus-Mariota-ATL-2022
2022,18,Atlanta Falcons,ATL,QB,QB,Active,Logan Woodside,Logan,Woodside,1/27/95,Toledo,4,A01,2018,Logan-Woodside-ATL-2022
2022,18,Atlanta Falcons,ATL,QB,QB,Active,Desmond Ridder,Desmond,Ridder,8/31/99,NA,0,A01,2022,Desmond-Ridder-ATL-2022
2022,18,Atlanta Falcons,ATL,RB,RB,Active,Cordarrelle Patterson,Cordarrelle,Patterson,3/17/91,Tennessee,9,A01,2013,Cordarrelle-Patterson-ATL-2022
2022,18,Atlanta Falcons,ATL,RB,FB,Active,Keith Smith,Keith,Smith,4/8/92,San Jose State,8,A01,2014,Keith-Smith-ATL-2022
2022,18,Atlanta Falcons,ATL,RB,RB,Active,Avery Williams,Avery,Williams,7/15/98,NA,1,A01,2021,Avery-Williams-ATL-2022
2022,18,Atlanta Falcons,ATL,RB,RB,R/Injured,Caleb Huntley,Caleb,Huntley,9/15/98,NA,1,R01,2021,Caleb-Huntley-ATL-2022
2022,18,Atlanta Falcons,ATL,RB,RB,Active,Tyler Allgeier,Tyler,Allgeier,4/15/00,NA,0,A01,2022,Tyler-Allgeier-ATL-2022
2022,18,Atlanta Falcons,ATL,RB,RB,Practice Squad,B.J. Baylor,B.J.,Baylor,9/8/98,NA,0,P01,2022,B.J.-Baylor-ATL-2022
2022,18,Atlanta Falcons,ATL,RB,FB,Practice Squad,Clint Ratkovich,Clint,Ratkovich,NA,Northern Colorado,0,P01,2022,Clint-Ratkovich-ATL-2022
2022,18,Atlanta Falcons,ATL,SPEC,LS,R/Injured,Beau Brinkley,Beau,Brinkley,1/25/90,Missouri,10,R01,2012,Beau-Brinkley-ATL-2022
2022,18,Atlanta Falcons,ATL,SPEC,P,Active,Bradley Pinion,Bradley,Pinion,6/1/94,Clemson,7,A01,2015,Bradley-Pinion-ATL-2022
2022,18,Atlanta Falcons,ATL,SPEC,K,Active,Younghoe Koo,Younghoe,Koo,8/3/94,Georgia Southern,5,A01,2017,Younghoe-Koo-ATL-2022
2022,18,Atlanta Falcons,ATL,SPEC,LS,Active,Liam McCullough,Liam,McCullough,6/5/97,Ohio State,2,A01,2020,Liam-McCullough-ATL-2022
2022,18,Atlanta Falcons,ATL,TE,TE,Active,MyCole Pruitt,MyCole,Pruitt,3/24/92,Southern Illinois,7,A01,2015,MyCole-Pruitt-ATL-2022
2022,18,Atlanta Falcons,ATL,TE,TE,Active,Anthony Firkser,Anthony,Firkser,2/19/95,Harvard,5,A01,2017,Anthony-Firkser-ATL-2022
2022,18,Atlanta Falcons,ATL,TE,TE,Active,Parker Hesse,Parker,Hesse,5/26/95,Iowa,3,A01,2019,Parker-Hesse-ATL-2022
2022,18,Atlanta Falcons,ATL,TE,TE,R/Injured,Kyle Pitts,Kyle,Pitts,10/6/00,NA,1,R01,2021,Kyle-Pitts-ATL-2022
2022,18,Atlanta Falcons,ATL,TE,TE,Active,Feleipe Franks,Feleipe,Franks,12/22/97,NA,1,A01,2021,Feleipe-Franks-ATL-2022
2022,18,Atlanta Falcons,ATL,TE,TE,Practice Squad,John Raine,John,Raine,3/27/98,NA,1,P01,2021,John-Raine-ATL-2022
2022,18,Atlanta Falcons,ATL,TE,TE,R/Injured; DFR,John FitzPatrick,John,FitzPatrick,3/9/00,NA,0,R48,2022,John-FitzPatrick-ATL-2022
2022,18,Atlanta Falcons,ATL,WR,WR,Active,Damiere Byrd,Damiere,Byrd,1/27/93,South Carolina,7,A01,2015,Damiere-Byrd-ATL-2022
2022,18,Atlanta Falcons,ATL,WR,WR,Active,KhaDarel Hodge,KhaDarel,Hodge,1/3/95,Prairie View,4,A01,2018,KhaDarel-Hodge-ATL-2022
2022,18,Atlanta Falcons,ATL,WR,WR,Active,Olamide Zaccheaus,Olamide,Zaccheaus,7/23/97,Virginia,3,A01,2019,Olamide-Zaccheaus-ATL-2022
2022,18,Atlanta Falcons,ATL,WR,WR,Active,Frank Darby,Frank,Darby,9/8/97,NA,1,A01,2021,Frank-Darby-ATL-2022
2022,18,Atlanta Falcons,ATL,WR,WR,Active,Drake London,Drake,London,7/24/01,NA,0,A01,2022,Drake-London-ATL-2022
2022,18,Atlanta Falcons,ATL,WR,WR,Practice Squad,Ra'Shaun Henry,Ra'Shaun,Henry,2/4/98,NA,0,P01,2022,Ra'Shaun-Henry-ATL-2022
2022,18,Atlanta Falcons,ATL,WR,WR,R/Injured; DFR,Jared Bernhardt,Jared,Bernhardt,9/12/97,NA,0,R48,2022,Jared-Bernhardt-ATL-2022
2022,18,Atlanta Falcons,ATL,WR,WR,Prac Sq.; Inj,Emeka Emezie,Emeka,Emezie,NA,Northern Colorado,0,P02,2022,Emeka-Emezie-ATL-2022
2022,18,Atlanta Falcons,ATL,WR,WR,Active,Josh Ali,Josh,Ali,3/3/99,NA,0,A01,2022,Josh-Ali-ATL-2022
2022,19,Baltimore Ravens,BAL,DB,CB,R/Injured,Kyle Fuller,Kyle,Fuller,2/16/92,Virginia Tech,8,R01,2014,Kyle-Fuller-BAL-2022
2022,19,Baltimore Ravens,BAL,DB,CB,Active,Marcus Peters,Marcus,Peters,1/9/93,Washington,7,A01,2015,Marcus-Peters-BAL-2022
2022,19,Baltimore Ravens,BAL,DB,CB,Active,Daryl Worley,Daryl,Worley,2/22/95,West Virginia,6,A01,2016,Daryl-Worley-BAL-2022
2022,19,Baltimore Ravens,BAL,DB,CB,Active,Kevon Seymour,Kevon,Seymour,11/30/93,USC,6,A01,2016,Kevon-Seymour-BAL-2022
2022,19,Baltimore Ravens,BAL,DB,CB,Active,Marlon Humphrey,Marlon,Humphrey,7/8/96,Alabama,5,A01,2017,Marlon-Humphrey-BAL-2022
2022,19,Baltimore Ravens,BAL,DB,FS,Active,Marcus Williams,Marcus,Williams,9/8/96,Utah,5,A01,2017,Marcus-Williams-BAL-2022
2022,19,Baltimore Ravens,BAL,DB,SS,Active,Chuck Clark,Chuck,Clark,4/19/95,Virginia Tech,5,A01,2017,Chuck-Clark-BAL-2022
2022,19,Baltimore Ravens,BAL,DB,SS,Active,Geno Stone,Geno,Stone,4/19/99,Iowa,2,A01,2020,Geno-Stone-BAL-2022
2022,19,Baltimore Ravens,BAL,DB,CB,Practice Squad,Thakarius Keyes,Thakarius,Keyes,11/9/97,Tulane,2,P01,2020,Thakarius-Keyes-BAL-2022
2022,19,Baltimore Ravens,BAL,DB,FS,Active,Brandon Stephens,Brandon,Stephens,12/29/97,NA,1,A01,2021,Brandon-Stephens-BAL-2022
2022,19,Baltimore Ravens,BAL,DB,FS,Active,Ar'Darius Washington,Ar'Darius,Washington,11/2/99,NA,1,A01,2021,Ar'Darius-Washington-BAL-2022
2022,19,Baltimore Ravens,BAL,DB,FS,Active,Kyle Hamilton,Kyle,Hamilton,3/16/01,NA,0,A01,2022,Kyle-Hamilton-BAL-2022
2022,19,Baltimore Ravens,BAL,DB,CB,R/Injured,Jalyn Armour-Davis,Jalyn,Armour-Davis,9/3/99,NA,0,R01,2022,Jalyn-Armour-Davis-BAL-2022
2022,19,Baltimore Ravens,BAL,DB,CB,Active,Damarion Williams,Damarion,Williams,7/15/98,NA,0,A01,2022,Damarion-Williams-BAL-2022
2022,19,Baltimore Ravens,BAL,DL,DE,Active,Calais Campbell,Calais,Campbell,9/1/86,Miami,14,A01,2008,Calais-Campbell-BAL-2022
2022,19,Baltimore Ravens,BAL,DL,DE,Active,Jason Pierre-Paul,Jason,Pierre-Paul,1/1/89,South Florida,12,A01,2010,Jason-Pierre-Paul-BAL-2022
2022,19,Baltimore Ravens,BAL,DL,DE,Active,Brent Urban,Brent,Urban,5/5/91,Virginia,8,A01,2014,Brent-Urban-BAL-2022
2022,19,Baltimore Ravens,BAL,DL,DT,PS; Vet,Christian Ringo,Christian,Ringo,3/10/92,Louisiana-Lafayette,7,P07,2015,Christian-Ringo-BAL-2022
2022,19,Baltimore Ravens,BAL,DL,NT,R/Injured,Michael Pierce,Michael,Pierce,11/6/92,Samford,6,R01,2016,Michael-Pierce-BAL-2022
2022,19,Baltimore Ravens,BAL,DL,DT,Active,Justin Madubuike,Justin,Madubuike,11/17/97,Texas A&amp;M,2,A01,2020,Justin-Madubuike-BAL-2022
2022,19,Baltimore Ravens,BAL,DL,DT,Active,Broderick Washington,Broderick,Washington,12/4/96,Texas Tech,2,A01,2020,Broderick-Washington-BAL-2022
2022,19,Baltimore Ravens,BAL,DL,DT,Active,Travis Jones,Travis,Jones,10/15/99,NA,0,A01,2022,Travis-Jones-BAL-2022
2022,19,Baltimore Ravens,BAL,DL,DT,Practice Squad,Rayshad Nichols,Rayshad,Nichols,7/9/99,NA,0,P01,2022,Rayshad-Nichols-BAL-2022
2022,19,Baltimore Ravens,BAL,LB,OLB,Active,Justin Houston,Justin,Houston,1/21/89,Georgia,11,A01,2011,Justin-Houston-BAL-2022
2022,19,Baltimore Ravens,BAL,LB,ILB,PS; Vet,Josh Bynes,Josh,Bynes,8/24/89,Auburn,11,P07,2011,Josh-Bynes-BAL-2022
2022,19,Baltimore Ravens,BAL,LB,OLB,R/Injured,Steven Means,Steven,Means,9/16/90,Buffalo,9,R01,2013,Steven-Means-BAL-2022
2022,19,Baltimore Ravens,BAL,LB,OLB,Active,Tyus Bowser,Tyus,Bowser,5/23/95,Houston,5,A01,2017,Tyus-Bowser-BAL-2022
2022,19,Baltimore Ravens,BAL,LB,OLB,R/Injured,Vince Biegel,Vince,Biegel,7/2/93,Wisconsin,5,R01,2017,Vince-Biegel-BAL-2022
2022,19,Baltimore Ravens,BAL,LB,ILB,Active,Roquan Smith,Roquan,Smith,4/8/97,Georgia,4,A01,2018,Roquan-Smith-BAL-2022
2022,19,Baltimore Ravens,BAL,LB,OLB,Active,Del'Shawn Phillips,Del'Shawn,Phillips,10/9/96,Illinois,3,A01,2019,Del'Shawn-Phillips-BAL-2022
2022,19,Baltimore Ravens,BAL,LB,ILB,Active,Patrick Queen,Patrick,Queen,8/13/99,Louisiana State,2,A01,2020,Patrick-Queen-BAL-2022
2022,19,Baltimore Ravens,BAL,LB,OLB,Active,Malik Harrison,Malik,Harrison,3/5/98,Ohio State,2,A01,2020,Malik-Harrison-BAL-2022
2022,19,Baltimore Ravens,BAL,LB,ILB,Active,Kristian Welch,Kristian,Welch,5/24/98,Iowa,2,A01,2020,Kristian-Welch-BAL-2022
2022,19,Baltimore Ravens,BAL,LB,OLB,Active,Odafe Oweh,Odafe,Oweh,12/15/98,NA,1,A01,2021,Odafe-Oweh-BAL-2022
2022,19,Baltimore Ravens,BAL,LB,OLB,R/Injured,Daelin Hayes,Daelin,Hayes,5/16/98,NA,1,R01,2021,Daelin-Hayes-BAL-2022
2022,19,Baltimore Ravens,BAL,LB,LB,Active,David Ojabo,David,Ojabo,5/17/00,NA,0,A01,2022,David-Ojabo-BAL-2022
2022,19,Baltimore Ravens,BAL,LB,LB,Practice Squad,Jeremiah Moon,Jeremiah,Moon,8/18/98,NA,0,P01,2022,Jeremiah-Moon-BAL-2022
2022,19,Baltimore Ravens,BAL,LB,ILB,R/Injured,Josh Ross,Josh,Ross,10/31/99,NA,0,R01,2022,Josh-Ross-BAL-2022
2022,19,Baltimore Ravens,BAL,OL,G,Active,Kevin Zeitler,Kevin,Zeitler,3/8/90,Wisconsin,10,A01,2012,Kevin-Zeitler-BAL-2022
2022,19,Baltimore Ravens,BAL,OL,T,R/Injured,Ja'Wuan James,Ja'Wuan,James,6/3/92,Tennessee,8,R01,2014,Ja'Wuan-James-BAL-2022
2022,19,Baltimore Ravens,BAL,OL,T,Active,Morgan Moses,Morgan,Moses,3/3/91,Virginia,8,A01,2014,Morgan-Moses-BAL-2022
2022,19,Baltimore Ravens,BAL,OL,T,Active,Ronnie Stanley,Ronnie,Stanley,3/18/94,Notre Dame,6,A01,2016,Ronnie-Stanley-BAL-2022
2022,19,Baltimore Ravens,BAL,OL,T,PS; Vet,David Sharpe,David,Sharpe,10/21/95,Florida,5,P07,2017,David-Sharpe-BAL-2022
2022,19,Baltimore Ravens,BAL,OL,G,Practice Squad,Reginald McKenzie,Reginald,McKenzie,1/3/97,Tennessee,4,P01,2018,Reginald-McKenzie-BAL-2022
2022,19,Baltimore Ravens,BAL,OL,G,Active,Ben Powers,Ben,Powers,10/29/96,Oklahoma,3,A01,2019,Ben-Powers-BAL-2022
2022,19,Baltimore Ravens,BAL,OL,G,Active,Patrick Mekari,Patrick,Mekari,8/13/97,California,3,A01,2019,Patrick-Mekari-BAL-2022
2022,19,Baltimore Ravens,BAL,OL,G,PS; Exc,John Simpson,John,Simpson,8/19/97,Clemson,2,P06,2020,John-Simpson-BAL-2022
2022,19,Baltimore Ravens,BAL,OL,C,Active,Trystan Colon,Trystan,Colon,3/23/98,Missouri,2,A01,2020,Trystan-Colon-BAL-2022
2022,19,Baltimore Ravens,BAL,OL,G,Active,Ben Cleveland,Ben,Cleveland,8/25/98,NA,1,A01,2021,Ben-Cleveland-BAL-2022
2022,19,Baltimore Ravens,BAL,OL,C,Active,Tyler Linderbaum,Tyler,Linderbaum,4/7/00,NA,0,A01,2022,Tyler-Linderbaum-BAL-2022
